"","V1","V2","V3","V4"
"1",0.000738367657272055,6.04585580251569e-15,1.14983699114335e-05,-38.9415452625908
"2",0.0126520967255034,0.0243779122406856,0.00586877507894525,-18.9879495451982
"3",1.91147815266717e-05,5.79690221393518e-06,1.19035325399319e-05,0.94922889774931
"4",1.52685278845494e-06,8.32796129522674e-05,0.0214682155159974,-14.5991461386472
"5",1.58967089021315e-05,1.09483460028893e-05,9.71992342802156e-06,0.947680212064187
"6",4.233128824449e-05,0.00867203055998486,0.00860208249965963,-6.98334007988887
"7",0.0207611521012099,1.73822477736083e-06,0.0104764354533806,-14.6555159196343
"8",0.00347382913986072,0.0175259366219023,0.0104871514134957,-15.9799384133019
"9",7.99239796639377e-05,7.99239796639426e-05,2.08950703470997e-07,0.869902497851141
"10",6.69124874617317e-07,9.46414914410968e-05,4.30100944559531e-05,-104.887423806128
"11",5.85499358860312e-05,7.26796720911215e-05,0.0125337825422033,-11.0845246485295
"12",3.13670604391544e-08,0.00846749471591427,0.0123280098944543,-11.4672001259513
"13",1.15778896227615e-07,9.54684484773535e-05,1.58000808975212e-05,-112.809799537042
"14",0.0378593720541666,4.76511189929103e-10,0.0197323399223744,-25.0664765420249
"15",1.12693390254600e-09,0.00025609835807889,0.0671806134621955,-39.6159805591529
"16",1.50141720500845e-05,4.09761446869818e-05,0.012126419454137,-10.7030494751666
"17",0.000108456847984439,0.000108464822720206,1.4169018195509e-05,0.811818721989832
"18",7.76201164684703e-06,5.95880393810605e-05,0.0121326644039142,-10.7198674081452
"19",8.9737117920147e-05,8.97551426358171e-05,1.97634712103545e-05,0.830733420439058
"20",5.92019098863564e-05,5.92887269818337e-05,2.72604303008331e-07,0.898635260354606
"21",1.01876312380895e-05,4.64651250049067e-05,0.0121268783854366,-10.6301114397898
"22",6.77458453303461e-06,5.22144260154662e-05,0.0121282045342581,-10.6329827636085
"23",0.000191477084488826,9.34108396812558e-07,0.0121959252478062,-10.6010218187531
"24",0.000128682362144894,0.00014840743369013,1.58015648845578e-05,0.750388951593713
"25",0.000499745401112379,0.000499745401112379,2.08298265762531e-07,0.359539727576903
"26",0.000236410074394418,0.000241976046572224,5.88246469683137e-06,0.645295371758294
"27",0.0011246091185308,0.00127193446622264,7.67510402178321e-05,-0.603136227446492
"28",2.7916807087758e-09,1.0654435422443e-05,0.000223451973245823,0.528559768553883
"29",6.40714245448576e-05,6.41353069360695e-05,2.55432714484123e-07,0.89052709529956
"30",7.49871968556973e-06,5.68961528173296e-08,0.000197571805056637,0.566770133971818
"31",0.0625337316058799,0.0625340951394732,2.15854068339461e-05,-127.30105821127
"32",0.000177650394233635,0.010792388348806,0.012964411015518,-10.5792850310333
"33",7.01747552889549e-05,7.02110279736814e-05,2.08647854905708e-05,0.852583113293365
"34",5.03077044349069e-05,5.04183476838055e-05,2.91115179553987e-07,0.912426400543467
"35",8.37368335275351e-05,1.7249269446399e-05,1.88114407357887e-05,-101.01672689769
"36",6.97694083182548e-05,6.97694083184366e-05,2.08966506774667e-07,0.892327601163917
"37",2.0675621894282e-05,1.32659486337021e-05,1.94114374218634e-05,0.920542416361415
"38",2.59025382733534e-05,5.9563052235755e-05,0.0121419607750669,-10.6787962055732
"39",1.95554466781409e-07,1.17830114502728e-05,0.000106958551133797,0.730777041213179
"40",7.01699312702771e-09,3.4871823891961e-06,0.000133912831643189,0.689027378714617
"41",0.000105926295761492,2.83334006220294e-05,4.77540194741e-05,-104.497768796927
"42",0.000291891901817976,1.08277986784765e-05,3.61768200920487e-05,-103.719862421009
"43",0.00536597912216077,0.000252919588101184,0.0031032338882688,-4.98529932339026
"44",0.000467024205633353,0.00674689985934142,0.00325974031047684,-4.87037965281607
"45",5.80424745784981e-09,0.000568585136615048,0.105434376179197,-52.403902812416
"46",8.8595990088335e-06,7.01960617424035e-05,0.0121389101619953,-10.591977111852
"47",9.46438846330845e-07,8.14598841454032e-06,0.00010061493102579,0.76766556464329
"48",0.000174299975142344,0.000174299975142344,2.08803879702275e-07,0.776187003246442
"49",0.00199359302174761,1.07891606822717e-08,0.026256385544226,-16.8466711980408
"50",1.63970330620962e-06,0.000452688646657581,0.0145613562593156,-14.703102585829
"51",3.35728429864216e-12,2.81792724376941e-07,0.00456384190209866,-4.22405581785992
"52",0.000117987447945035,1.6497172686306e-08,0.0138242404247502,-10.8901586817488
"53",0.0148893835768003,0.0148889878113517,0.000115726457672315,-10.3218799526638
"54",4.78813979564701e-07,0.0343708839168893,0.000368803354390712,-111.404218124045
"55",0.0055338950777467,3.0019829597562e-06,0.000124478421947627,-99.9470316995316
"56",0.0167269920079494,9.41895270799276e-05,0.00872543202796246,-12.433507349958
"57",4.83870234684622e-09,0.000115346781712788,3.48674913978053e-05,-83.5921724866967
"58",4.76652295820305e-12,7.88601979702355e-09,0.0002913614762762,0.423771265108967
"59",8.27626466225316e-05,3.40626147177696e-05,4.50660390685087e-05,-103.849047474213
"60",0.000609017074417401,6.795002465251e-11,0.0280329005778717,-21.0710302993284
"61",1.44342958718327e-09,0.000185075990662994,9.71500193011769e-05,0.713647567184068
"62",5.26535523103225e-07,8.35490609291438e-05,1.51134414041465e-05,-91.0182681652304
"63",1.1523286997695e-11,0.00571142607356115,0.030342286699131,-21.1565035906453
"64",4.82863668534595e-05,4.8286366868731e-05,2.08999956658248e-07,0.92183046091386
"65",2.01389600821665e-05,0.0179172929077671,0.0179399429903737,-12.1308973273281
"66",5.4205605638833e-05,3.11653303534934e-05,2.29166577870865e-05,-94.481581383585
"67",1.00184935811797e-06,0.000148716497271823,3.7543865088363e-05,-98.2835611917826
"68",0.000423879994201601,5.5687264982537e-07,0.0263669084350199,-19.8622797677251
"69",5.00442634997357e-05,5.02036472215447e-05,3.28526605602432e-07,0.912119008191701
"70",7.17013392837804e-05,1.34051313474633e-05,0.0121408456453151,-10.7484738039238
"71",3.06374286643544e-06,9.53170570409805e-05,0.0121494019424045,-10.7661450332428
"72",0.000385285448489301,1.37725815657373e-09,0.000193719685705189,0.501618513605453
"73",4.34532594055319e-05,0.0488489178554973,0.0245829042668878,-27.5912398350309
"74",8.0230986359755e-08,8.08742752105933e-06,0.000113651141474636,0.735075991589402
"75",6.07847640139508e-09,0.000387686563388311,1.46943112809828e-05,-106.700342578465
"76",0.000111365238733344,5.87764675062073e-06,5.78128822954493e-05,-99.0672251292549
"77",0.00345825072813831,3.30340102518631e-07,3.38640240256094e-05,-83.2910926903897
"78",4.76860064324183e-09,0.000180229895560611,9.31019617461001e-05,0.723791608457079
"79",0.000100173752016812,6.78074736935759e-07,6.35750557808759e-05,0.792452077540887
"80",0.00721248615290183,0.00721248615290183,0.00545733422596172,-11.6508024303017
"81",1.26031699719285e-05,0.000114084573152164,0.014490358397459,-12.4906616417373
"82",0.0101036591150926,0.0101051693056273,0.00945979574478102,-17.1727184523991
"83",1.62822715761018e-06,1.13620137083272e-05,7.43013649043506e-05,0.800911501123494
"84",2.11650668235216e-06,8.31742247430845e-06,7.86263592939075e-05,0.79234173770686
"85",5.99215531306468e-06,7.81288625631564e-07,0.000122235246297615,0.746365423411549
"86",4.6748024768725e-05,9.39092973981798e-05,0.0121709619347624,-9.2861401532802
"87",3.15631320369038e-06,0.00052375118570816,0.00023528013770846,-19.8703565429853
"88",3.30454218933906e-05,8.8059537701211e-06,6.37906257629793e-05,0.828517362793518
"89",1.76845273612341e-07,5.41274111007546e-06,0.0234623368465222,-16.7921602067621
"90",5.42830631363551e-06,1.32205093012569e-07,0.0272251458770613,-20.4027997843735
"91",1.2243185978452e-13,2.40145056624564e-07,0.000340988512750562,0.345580103261981
"92",9.06686388585984e-05,1.91853196741485e-06,5.47511437838743e-05,0.815338365655352
"93",0.0137994109486661,0.0253206061878206,0.00576979713057374,-19.2070051622024
"94",0.0171866109218824,0.0114709452273121,0.00285981132073816,-13.6712523446725
"95",0.0032006403641307,0.00886254069498458,0.00283295446436459,-7.53203941722658
"96",6.77341811922527e-09,0.000157065302777024,0.00070858871549566,-0.249453028000113
"97",0.00184328337127052,4.00131560683669e-08,0.0130470669100987,-11.8415436479109
"98",3.62702391147696e-09,0.00388730572622028,0.0141815793366462,-13.7316449134881
"99",3.28978126484695e-07,1.01588600068263e-07,0.0132822636544458,-11.0112545825607
"100",1.80045050075125e-06,2.00533344809984e-06,3.78308379731063e-05,0.887436295304059
"101",2.24867103273905e-05,2.39493493807679e-05,2.08909074106673e-06,0.950438517450917
"102",1.72252493406555e-06,1.12059433653293e-05,7.49861317618582e-05,0.792946468820973
"103",6.26315202383507e-05,6.26749695193509e-05,2.40439035679064e-07,0.894167371382406
"104",1.26981061124568e-05,1.56744994017439e-05,3.29928198836722e-05,0.884710144188108
"105",7.54398148876657e-13,0.00849996822916086,0.0166567970072929,-17.7714030461975
"106",0.000179080487817236,5.18345912521893e-07,9.45486656973762e-05,0.726134451220297
"107",6.6880871565612e-08,0.00681984818941963,1.61478439645313e-05,-13.5199636669096
"108",0.000106444182886771,7.24590226480861e-06,5.00507912710724e-05,-19.0709169952991
"109",8.49471748641276e-06,0.0001346736791798,6.22862126634649e-05,-106.043211132742
"110",4.08665012118759e-07,9.90533254359192e-05,2.87595731325307e-05,-107.992739071134
"111",5.03077044349071e-05,5.04183476838057e-05,2.9111517955399e-07,0.912426400543697
"112",7.65898918069709e-05,1.0924755282341e-05,2.73568303132965e-05,-108.055048523181
"113",0.00587713972810449,6.55926794969171e-09,0.0127156885032804,-11.4543672514987
"114",7.12006932410324e-07,3.43450503188123e-05,2.10085011595198e-05,0.924697661847687
"115",5.39703657393489e-05,5.34559455356706e-05,4.82980208828971e-07,0.908890805143691
"116",0.419493051163026,0.419493051163026,0.000265691191279949,-113.092794822275
"117",0.092761210355727,0.0716532261086073,0.0105735959922919,-54.9594976215485
"118",5.78148487498986e-06,0.0374488423402163,0.0187971649691079,-23.0543800041805
"119",2.97388642844934e-05,3.37569680183054e-05,0.012130126991448,-10.1307434358966
"120",8.33037111715077e-07,7.17063598784065e-05,0.0121355996127058,-10.6517247092566
"121",5.26308031665497e-05,5.28301172423843e-05,3.59008989184348e-07,0.908468038833862
"122",0.0340376068048515,8.32156769335418e-08,0.017084895550336,-22.1000409702353
"123",2.15435190452197e-06,0.0350797204267928,0.0176168074556688,-22.5130817615638
"124",0.000103028224443304,6.1774555601954e-06,5.02010186325481e-05,0.826219666674384
"125",0.138623696106951,0.119266927112174,0.0096896972900772,-70.0679751201108
"126",0.00624099228566787,0.0743124959500598,0.0341761042262028,-43.6682639859906
"127",0.00539051486416332,0.00539051486416332,0.00520628393011955,-4.39311630371896
"128",3.66646007787197e-05,0.00123279624677827,2.88295822595819e-05,-101.710404626444
"129",0.0167334132519442,0.0164563030534878,1.40014791312204e-05,-91.6770823171685
"130",0.0110141001087618,0.00022238729379633,0.00540113548493691,-8.37827192449077
"131",1.67030898408858e-10,0.00340311379726729,0.00174932049570532,-2.55814225986829
"132",1.3368706095222e-05,1.43105617837866e-06,5.7845122066975e-05,0.845500910351377
"133",0.00866629551114971,0.00866629551114971,1.95956359769653e-07,-5.91927061352569
"134",3.52132608467291e-05,0.000669983834904463,0.00039232382624998,0.0445924346794111
"135",5.25310316767344e-12,0.00532557273580322,0.0436412121212583,-32.3264144577531
"136",0.000124457219704751,1.30758548817633e-06,0.0121615776705025,-10.8039741558614
"137",0.121577619905871,9.94237797268638e-05,0.0751426626444374,-68.813507222189
"138",1.1370277443703e-10,0.0162621943931271,0.00814192078417343,-11.3853398384714
"139",7.59814205405494e-09,1.20683943338236e-07,0.000123619446167008,0.723061686358195
"140",7.26973913144724e-08,1.84173858469101e-08,0.0591070770871694,-34.6170615399448
"141",1.29095897085176e-05,1.06092873704462e-05,3.93273702044806e-05,0.877998794245461
"142",1.23304736320271e-11,1.12103821887043e-11,0.0353755272703254,-22.7173637400309
"143",0.000108724468447055,3.44015833727287e-05,5.01298621520263e-05,-105.653814871964
"144",0.179936336001844,7.28851736675413e-05,0.105760593799845,-84.1981955660149
"145",0.0412065128119297,0.0486486104813483,0.00372370901268951,-30.6535810100139
"146",0.000379032703645423,3.47526101532472e-05,0.00020618241463114,0.421687191986569
"147",9.12377162641465e-05,0.0239605678894702,0.0120491386184574,-11.4325759940121
"148",0.0403938821929597,0.000599661682042727,0.0208469176489572,-18.1711573471198
"149",0.0520795541724601,0.0507365161990289,0.00274421075050687,-35.7940732852479
"150",3.99730734269998e-06,0.0234458445321983,0.0117882678298323,-16.2567243301607
"151",0.000128136597839141,3.43370030156721e-05,1.86252941133391e-05,-109.526817701522
"152",1.35176448161796e-07,0.000133043180077407,1.1406516450152e-05,-107.471687228663
"153",5.93510808811249e-05,0.0063979338248696,0.00328783261632867,-5.2438810896564
"154",0.0453741695359478,6.39414518235712e-10,0.0227567419138255,-27.2623650260461
"155",5.96145679270396e-05,0.124903538107199,0.0795236086476575,-73.7501338078368
"156",4.75239274466019e-12,1.72974814803713e-06,0.00111425570795455,-0.648951695331641
"157",3.11420533461507e-09,1.8423806522647e-10,0.000170405770443848,0.644391004964975
"158",1.64342655593234e-05,7.5127647683571e-06,5.44949466561786e-05,0.833662116839453
"159",0.0208928513549756,0.000167668277437807,0.017496041203293,-16.7906965736069
"160",0.00259284132935542,0.0140763657802937,0.0107220887410698,-12.903156392691
"161",4.79281606355905e-07,3.21130043418683e-05,1.64710533589809e-05,0.954091959542849
"162",4.31562953146334e-07,0.0181016839699983,0.0121140264235912,-13.0298737059936
"163",0.000134576239536143,1.1101540691793e-05,3.97387096077173e-05,-107.369735702845
"164",7.8718062442821e-05,3.50828677717611e-05,1.10743265621105e-05,-110.580247293631
"165",0.00651880175993728,0.00649122166837982,0.0064870314870907,-5.1595007127807
"166",5.64033273080803e-07,5.51913181552663e-05,1.06818153562394e-05,-54.7056982861478
"167",0.000206231892788902,2.53361983139482e-05,1.41011724473783e-05,-100.077145474546
"168",2.69537472824505e-05,0.000190498972033685,3.32372209319587e-05,-103.38059943005
"169",0.000122763487804014,9.43345823651043e-05,3.71982260934933e-05,-101.061984103654
"170",1.26727460579894e-06,0.000121109538068768,0.0113663079776624,-9.6584413301223
"171",0.144821799383895,0.000249128944369156,0.0730920633098182,-62.5805313222445
"172",0.031998201048493,0.0499907338532586,0.00902013813856008,-34.1739834426066
"173",0.094041889365876,0.113524859118102,0.00975347727864959,-61.5034869974953
"174",0.0136529142607007,0.0015236092709514,0.00607111145019617,-10.8521042401185
"175",9.57338644483556e-05,9.58588599298751e-05,2.71506646867604e-07,0.853419854441649
"176",9.19603471410178e-06,1.40588986344582e-05,1.5091121381517e-05,0.937012560724874
"177",6.80666342366678e-05,2.65952875878979e-05,2.44686481818393e-05,0.868506511903733
"178",0.0898866664920188,0.0898866664920188,1.05320781129689e-07,-44.3413343740064
"179",0.0369715518669063,0.0372765814454309,0.0182093002442365,-36.0330541602926
"180",3.28331510295991e-07,0.0950877779637501,0.00524262212023818,-145.79608275537
"181",7.63421738951485e-05,1.67405866137312e-06,5.24056961254139e-05,0.838043282398431
"182",0.111797237697522,0.111590839008489,0.0080880310061194,-59.0279368758027
"183",0.0425632950268522,0.0425632731629082,2.40831955119557e-07,-25.2252963396206
"184",6.55541924446402e-11,0.0765812660874862,2.74014942047707e-05,-43.5696813934107
"185",2.49441922096498e-05,6.20416152199947e-06,2.3069027526997e-05,0.910661200321522
"186",0.000105577299491948,4.6178577647444e-05,6.64112397922301e-05,-102.636991564666
"187",0.0657828223950177,0.00337180741036424,0.0313141435908384,-37.1283220290311
"188",4.35549805237134e-11,0.00174854872674007,0.000874898465829776,-0.901847831805875
"189",5.61015962739178e-05,5.6221974570696e-05,2.98009557777275e-07,0.903935889857341
"190",0.0296248389459055,3.22887496566283e-05,0.0148465753954352,-19.8816054038505
"191",9.6103622771829e-09,0.068201107684901,0.0344122938073034,-38.241070032508
"192",0.00031088624110813,1.93684445910854e-07,4.26877948030979e-05,-80.2944241827666
"193",0.000275102469410205,0.000275102469410205,2.08647157675991e-07,0.635614392399648
"194",0.0905970649507091,0.0907853859698323,1.20377722343523e-05,-95.0703899162679
"195",6.35743163556174e-05,0.00269401963260526,1.64241228146622e-05,-60.7708146831529
"196",1.22702933386137e-06,0.00089997884754216,0.0251869849856422,-18.0716096820084
"197",1.4900279961059e-05,2.32342228799649e-05,5.54726590851145e-06,0.957343953602704
"198",5.18381419063756e-13,0.000251070052664848,2.22928573451187e-05,-97.01306610117
"199",6.45067765047069e-06,7.19980449752323e-05,0.0401061589033281,-26.2162769045406
"200",1.76723307466147e-07,0.000205512987901518,1.33434740831051e-05,-67.8013847782415
"201",3.89702315644212e-05,0.00498802807100072,0.00493877831979463,-3.4092974980659
"202",5.12964557323899e-11,2.12697746893415e-08,0.000160321120689553,0.699670650272182
"203",9.41664952899758e-11,5.662344798131e-11,0.000201175585615369,0.604555452890669
"204",5.9764594813615e-12,1.49091939227393e-11,0.00029046068798981,0.44335844327806
"205",1.26766097568241e-13,1.88884618343444e-12,0.0003558267204124,0.336055055399696
"206",1.07589783372614e-12,4.94304089033735e-12,0.000289757119370189,0.462614885899001
"207",0.00476101884915731,3.45721924648733e-05,3.90593058918753e-05,-29.1860861164445
"208",0.00631759807626907,0.000181779825771068,0.00307016909786531,-4.8675041107047
"209",1.4952342507496e-07,0.000923973376369815,0.000106747938841911,-98.6291690460962
"210",0.00697732363148659,2.45049541560032e-07,0.00319152184452898,-107.280028252172
"211",3.48502614080719e-07,4.26252257144681e-06,0.000100299911191143,0.757888024554082
"212",7.68400403426049e-05,0.000103025116294828,5.41728893510562e-05,-17.1778248406833
"213",9.98450669883302e-05,0.021150193729685,0.0105430659743376,-12.5113757513268
"214",4.92254572638477e-09,0.000141298199864679,0.0839974277229167,-42.1463834603952
"215",3.28082751126762e-06,3.6537109899806e-05,0.0435228611179891,-27.262780460562
"216",1.59445609153862e-07,1.17863337931644e-07,0.0331516399509694,-21.4519325635405
"217",6.35973297644065e-05,6.35973297644893e-05,2.08976112605337e-07,0.897602003046209
"218",1.50286145167941e-06,1.93185313433097e-05,3.39848805080607e-05,0.888304968318829
"219",1.07896098320552e-05,9.10211568640089e-05,2.81851151141543e-05,-112.106572962505
"220",4.55624896485818e-05,2.69031067415566e-05,1.87552689066006e-05,-104.307609620372
"221",4.39507590419739e-12,5.45586457803543e-11,0.00555365399823646,-5.11032152532951
"222",2.78019940778108e-05,4.89754559777669e-05,3.38489800594255e-05,-111.678077582592
"223",4.78696828443627e-05,4.29978092419379e-05,3.79945043215146e-05,-84.3641397444477
"224",1.90864595943473e-06,7.93227129544548e-06,4.40766623670586e-05,0.873266044283521
"225",2.25142155249732e-15,0.00011484004896335,0.0221597369203519,-16.5218708611437
"226",0.00397963060346194,2.82846010896088e-12,5.79430977002415e-05,-43.7718230772187
"227",4.04683489379711e-11,0.0200883161115127,0.0182095968279952,-22.1752197703667
"228",0.000713188271187277,6.67166575171838e-06,0.0236426321235294,-18.1898811373784
"229",9.03581747321693e-10,0.00372661875605093,0.000247915607856863,-107.54099777504
"230",7.23352442858468e-08,3.6450900251572e-08,0.00288024569057219,-2.35713861389291
"231",2.04599237365271e-15,1.97525722450393e-11,0.247466855666295,-90.8839736355573
"232",4.1345881471288e-05,4.18490389065885e-05,6.14643104305138e-07,0.926643000240352
"233",0.0288879908370032,8.99967948483636e-06,0.0145042204789791,-19.3820040255835
"234",1.42485578771088e-05,0.0261872090443598,0.013193065311066,-17.5112271122598
"235",0.000103598493981625,0.000103601345496664,2.10940793832837e-07,0.856630779475662
"236",1.83710038755855e-07,3.57521234825411e-06,8.84912775099218e-05,0.805608987859282
"237",5.55830430313513e-05,4.82058361195498e-05,0.0231993261394732,-17.5746824891944
"238",2.86591196461549e-05,8.25482951886682e-05,3.90431058356899e-05,-109.890453064535
"239",6.594025761371e-05,4.76432508801174e-05,4.93875827016765e-05,-108.320123944898
"240",0.000105528769754763,0.000105608129788654,1.61290170668238e-05,0.812023978261744
"241",5.75304223120991e-05,5.76010538312973e-05,2.60614759871574e-07,0.901904128639746
"242",5.04172713743803e-12,2.18857689230144e-08,0.10445314088491,-48.3100701819563
"243",1.89353811669597e-05,4.52418173761258e-12,0.000178598985819208,0.633765101967534
"244",0.017495271680273,0.0175711400602519,0.0169400369002877,-16.1962764183425
"245",3.17846647036071e-06,0.0149879038334136,0.0115281114228264,-16.0620678769118
"246",1.71917897823558e-05,3.45264112527205e-05,0.0121240854785191,-9.52656750592705
"247",6.23490018334875e-05,6.24115464321803e-05,2.54486744342405e-07,0.903876725317312
"248",0.00734478602476364,1.02404394272928e-05,0.0158866166757207,-17.717391279151
"249",1.26414286901832e-17,0.0112987335204686,0.0126936638851157,-16.5654386871812
